nome,cpf,idade,data,endereco,bairro,estado
Nome Inválido,875 .***.***-88,98.0,1927-11-03,"avenida da luz
vila inestan
75092-067 pinto de nascimento / al",vila inestan,AL
Nome Inválido,682 .***.***-89,89.0,1936-06-01,"estrada de da rosa, 69
jonas veiga
77228702 da costa / ap",jonas veiga,AP
Nome Inválido,198 .***.***-03,87.0,1938-09-14,"morro da rocha, 84
tirol
24197526 moura / mt",tirol,MT
Nome Inválido,526 .***.***-09,23.0,2002-10-26,"estrada sabrina freitas, 40
acaba mundo
89103366 campos da prata / df",acaba mundo,DF
Nome Inválido,924 .***.***-33,73.0,1952-11-01,"recanto miguel moraes, 45
penha
68905986 novaes / rs",penha,RS
Nome Inválido,701 .***.***-69,60.0,1965-02-28,"feira de farias, 28
horto
10092-770 fogaça de ribeiro / rs",horto,RS
Nome Inválido,406 .***.***-01,71.0,1954-11-23,"sítio moura, 50
ápia
72380-665 melo da prata / go",ápia,GO
Nome Inválido,618 .***.***-60,49.0,1976-08-18,"trevo davi lucca da cruz, 72
boa união 1ª seção
10620881 da costa de goiás / pi",boa união 1ª seção,PI
Nome Inválido,482 .***.***-82,61.0,1964-02-06,"chácara da mota, 218
conjunto floramar
77257-467 freitas da praia / rj",conjunto floramar,RJ
Nome Inválido,204 .***.***-50,74.0,1951-11-08,"feira martins, 78
estrela do oriente
98698651 souza da prata / rn",estrela do oriente,RN
Nome Inválido,893 .***.***-40,30.0,1995-12-20,"setor luiz henrique monteiro, 4
madri
31999823 nascimento / mg",madri,MG
Nome Inválido,196 .***.***-80,36.0,1989-12-12,"chácara de da mota, 4
pompéia
37543-030 correia / pa",pompéia,PA
Nome Inválido,062 .***.***-78,62.0,1963-10-06,Endereco Inválido,Desconhecido,Desconhecido
Nome Inválido,023 .***.***-40,30.0,1995-01-27,"residencial noah mendes
vila atila de paiva
80740422 vieira das pedras / sc",vila atila de paiva,SC
Nome Inválido,726 .***.***-47,63.0,1962-03-20,"fazenda moraes, 80
vila vista alegre
10237716 rezende / es",vila vista alegre,ES
Nome Inválido,248 .***.***-76,91.0,1934-01-18,"travessa leandro da mata, 898
vila sesc
45312-734 pinto verde / ro",vila sesc,RO
Nome Inválido,569 .***.***-57,50.0,1975-04-08,"área raquel moura, 8
mangabeiras
98516774 freitas das pedras / to",mangabeiras,TO
Nome Inválido,798 .***.***-01,55.0,1970-01-01,"condomínio de santos
jaraguá
26568-369 da paz / mg",jaraguá,MG
Nome Inválido,238 .***.***-15,28.0,1997-04-26,"estação lara almeida, 67
sagrada família
07156-430 correia / pe",sagrada família,PE
Nome Inválido,189 .***.***-05,92.0,1933-10-10,"residencial de mendes
jardim guanabara
59537-246 fernandes do galho / rr",jardim guanabara,RR
Nome Inválido,052 .***.***-74,41.0,1984-12-11,"aeroporto emanuel barros, 4
tres marias
65237-430 alves das flores / df",tres marias,DF
Nome Inválido,375 .***.***-91,74.0,1951-02-18,"trecho gomes, 3
barreiro
95102-156 fernandes do amparo / go",barreiro,GO
Nome Inválido,092 .***.***-56,93.0,1932-05-25,"alameda paulo da cruz, 70
vila madre gertrudes 3ª seção
39239-552 ribeiro / pr",vila madre gertrudes 3ª seção,PR
Nome Inválido,519 .***.***-40,33.0,1992-02-06,"residencial pinto, 95
etelvina carneiro
81148942 rezende / df",etelvina carneiro,DF
Nome Inválido,654 .***.***-37,78.0,1947-06-29,"lagoa de silveira, 91
trevo
06218590 cavalcanti / pi",trevo,PI
Nome Inválido,850 .***.***-42,53.0,1972-04-03,"condomínio moura, 504
santa helena
43343-451 moreira do norte / se",santa helena,SE
Nome Inválido,248 .***.***-32,94.0,1931-01-25,"distrito de cavalcanti
vila barragem santa lúcia
47512-712 peixoto / rj",vila barragem santa lúcia,RJ
Nome Inválido,785 .***.***-10,85.0,1940-04-24,"favela letícia jesus, 34
novo ouro preto
49782-391 caldeira de minas / mg",novo ouro preto,MG
Nome Inválido,760 .***.***-59,51.0,1974-11-23,"feira de da conceição, 796
mangabeiras
18099340 farias / se",mangabeiras,SE
Nome Inválido,481 .***.***-60,83.0,1942-10-22,"morro de ramos
conjunto taquaril
44747-230 da luz de da rocha / am",conjunto taquaril,AM
Nome Inválido,893 .***.***-30,22.0,2003-10-10,"quadra lopes, 69
vila da paz
26521494 cardoso / ce",vila da paz,CE
Nome Inválido,632 .***.***-37,93.0,1932-05-21,"jardim de carvalho, 5
santo andré
16152-953 lopes das pedras / al",santo andré,AL
Nome Inválido,549 .***.***-09,20.0,2005-09-02,"vereda araújo, 18
garças
60268-221 das neves do amparo / pi",garças,PI
Nome Inválido,254 .***.***-50,99.0,1926-10-06,"pátio fernandes, 59
vila ouro minas
16613784 correia / am",vila ouro minas,AM
Nome Inválido,391 .***.***-39,84.0,1941-04-13,"jardim vinicius caldeira, 28
jonas veiga
92977-860 fernandes / df",jonas veiga,DF
Nome Inválido,105 .***.***-12,74.0,1951-07-31,"passarela de araújo, 123
andiroba
73587-974 peixoto / am",andiroba,AM
Nome Inválido,478 .***.***-31,61.0,1964-11-30,"rodovia eduarda ramos, 87
engenho nogueira
24750-721 da mota / pb",engenho nogueira,PB
Nome Inválido,297 .***.***-55,99.0,1926-12-17,"viela ana júlia fernandes, 25
pirineus
80993-491 caldeira do oeste / ac",pirineus,AC
Nome Inválido,496 .***.***-67,100.0,1925-04-20,"vereda cauê barbosa, 141
conjunto providencia
93386492 da rosa de minas / ma",conjunto providencia,MA
Nome Inválido,304 .***.***-57,69.0,1956-11-22,"campo rodrigues, 351
brasil industrial
54149-753 barros de lopes / ms",brasil industrial,MS
Nome Inválido,267 .***.***-00,87.0,1938-04-16,"residencial de sales, 5
vila cloris
86404551 novaes das flores / se",vila cloris,SE
Nome Inválido,523 .***.***-53,60.0,1965-07-25,"área de castro, 108
nova vista
35970-851 da mota de da conceição / pi",nova vista,PI
Nome Inválido,584 .***.***-17,60.0,1965-06-28,"estrada fernanda jesus, 2
santa margarida
84192258 ramos / ac",santa margarida,AC
Nome Inválido,826 .***.***-76,58.0,1967-01-02,"lagoa pietro da cruz, 524
vila santa monica 2ª seção
97865-496 carvalho / ro",vila santa monica 2ª seção,RO
Nome Inválido,172 .***.***-80,22.0,2003-06-17,"rodovia de porto, 90
marieta 2ª seção
21253207 cavalcanti da praia / go",marieta 2ª seção,GO
Nome Inválido,584 .***.***-05,23.0,2002-03-16,"parque de gomes, 71
mala e cuia
39690-144 ribeiro / pa",mala e cuia,PA
Nome Inválido,217 .***.***-12,96.0,1929-10-07,"esplanada de moura, 30
vila petropolis
06003-306 silveira de minas / pa",vila petropolis,PA
Nome Inválido,829 .***.***-89,69.0,1956-12-02,"distrito moraes
indaiá
48826-926 fernandes / ms",indaiá,MS
Nome Inválido,867 .***.***-85,77.0,1948-11-10,"lago da luz, 59
suzana
31058-064 oliveira grande / am",suzana,AM
Nome Inválido,571 .***.***-73,63.0,1962-01-22,"favela beatriz da costa, 77
antonio ribeiro de abreu 1ª seção
84156036 pereira / rj",antonio ribeiro de abreu 1ª seção,RJ
Nome Inválido,186 .***.***-11,69.0,1956-05-05,"passarela davi lucca lopes, 37
ernesto nascimento
98206-073 viana das pedras / mg",ernesto nascimento,MG
Nome Inválido,938 .***.***-83,38.0,1987-06-09,"vereda de da mota, 564
jaqueline
26975-832 da cunha verde / ma",jaqueline,MA
Nome Inválido,648 .***.***-11,52.0,1973-01-20,"favela costa, 372
serra
52549990 da mota / go",serra,GO
Nome Inválido,903 .***.***-23,32.0,1993-12-08,"distrito jesus, 34
vila rica
50869292 sales / rs",vila rica,RS
Nome Inválido,109 .***.***-34,72.0,1953-07-26,"viela de castro, 27
álvaro camargos
66324-461 campos de da conceição / df",álvaro camargos,DF
Nome Inválido,354 .***.***-42,28.0,1997-03-19,"campo moreira, 48
tirol
08973-162 moraes de almeida / rn",tirol,RN
Nome Inválido,843 .***.***-65,53.0,1972-01-20,"favela de da rocha, 6
carlos prates
05310779 moura / ms",carlos prates,MS
Nome Inválido,241 .***.***-05,28.0,1997-08-11,"condomínio maria julia cavalcanti
vila são dimas
11528497 moraes / pa",vila são dimas,PA
Nome Inválido,269 .***.***-22,75.0,1950-06-18,"chácara maria fernanda castro
marajó
14151560 cardoso / pb",marajó,PB
Nome Inválido,475 .***.***-80,89.0,1936-01-19,"ladeira castro
jardim são josé
72626-905 da cruz alegre / ma",jardim são josé,MA
Nome Inválido,015 .***.***-12,79.0,1946-03-27,"largo cavalcanti, 96
floramar
83933940 pires / sc",floramar,SC
Nome Inválido,917 .***.***-13,,1924-09-06,"pátio de da paz, 57
são joão
47963078 da rosa / sc",são joão,SC
Nome Inválido,234 .***.***-51,79.0,1946-05-21,"recanto de novaes, 32
serra do curral
05842-432 barros / to",serra do curral,TO
Nome Inválido,501 .***.***-06,93.0,1932-01-08,"jardim stella da costa, 91
pompéia
17635-424 rocha verde / ba",pompéia,BA
Nome Inválido,147 .***.***-79,52.0,1973-10-24,"residencial marina azevedo, 89
lagoinha leblon
75184-425 moraes de goiás / mt",lagoinha leblon,MT
Nome Inválido,954 .***.***-50,48.0,1977-04-13,"praça joão rezende, 30
céu azul
16339-527 vieira / rj",céu azul,RJ
Nome Inválido,473 .***.***-99,95.0,1930-03-18,"chácara alice ferreira, 678
vila calafate
86268453 teixeira de da conceição / to",vila calafate,TO
Nome Inválido,237 .***.***-52,61.0,1964-05-01,"estação de rodrigues
tres marias
70341-376 martins das pedras / pa",tres marias,PA
Nome Inválido,148 .***.***-19,71.0,1954-08-11,"trevo vieira
nossa senhora aparecida
77209-204 silveira / ap",nossa senhora aparecida,AP
Nome Inválido,862 .***.***-78,73.0,1952-08-19,"sítio de novaes, 75
vila são dimas
20206-108 sales grande / al",vila são dimas,AL
Nome Inválido,824 .***.***-31,61.0,1964-10-26,"área da costa, 29
dona clara
76291-483 peixoto / ms",dona clara,MS
Nome Inválido,943 .***.***-42,37.0,1988-01-29,"feira da costa, 17
vila dos anjos
20897515 oliveira da serra / se",vila dos anjos,SE
Nome Inválido,348 .***.***-48,72.0,1953-09-20,"lagoa alves, 97
buritis
77554-758 dias / mt",buritis,MT
Nome Inválido,683 .***.***-92,75.0,1950-10-15,"recanto elisa da mota, 8
alípio de melo
27537027 da rocha / al",alípio de melo,AL
Nome Inválido,143 .***.***-60,93.0,1932-10-03,"setor vinicius moraes, 475
nossa senhora aparecida
22195398 nascimento / to",nossa senhora aparecida,TO
Nome Inválido,051 .***.***-41,84.0,1941-07-19,"área oliveira, 91
são paulo
64776374 nunes / sp",são paulo,SP
Nome Inválido,039 .***.***-05,56.0,1969-03-10,"aeroporto da rocha, 499
estrela
98010-973 lopes do campo / ba",estrela,BA
Nome Inválido,305 .***.***-21,93.0,1932-11-23,"ladeira ribeiro, 6
vila santo antônio
39990-961 peixoto / pe",vila santo antônio,PE
Nome Inválido,054 .***.***-44,82.0,1943-09-08,"trevo da cunha, 2
são bento
96921591 correia / al",são bento,AL
Nome Inválido,741 .***.***-26,35.0,1990-05-07,"via de nunes, 63
olaria
31900805 alves / es",olaria,ES
Nome Inválido,587 .***.***-02,25.0,2000-02-26,"travessa de lopes, 205
mariano de abreu
95876862 moreira / ce",mariano de abreu,CE
Nome Inválido,840 .***.***-92,42.0,1983-10-09,"via brenda cunha, 49
vila da ária
86881385 pereira das flores / ac",vila da ária,AC
Nome Inválido,625 .***.***-60,54.0,1971-02-02,"praça ana luiza fernandes, 5
conjunto jatoba
06539-736 peixoto / ba",conjunto jatoba,BA
Nome Inválido,473 .***.***-64,98.0,1927-08-30,"recanto melo
conjunto providencia
67379023 sales grande / es",conjunto providencia,ES
Nome Inválido,805 .***.***-68,87.0,1938-08-29,"lago de da cunha, 6
custodinha
00656680 alves / rn",custodinha,RN
Nome Inválido,529 .***.***-79,91.0,1934-03-05,"chácara joão gabriel nogueira
goiania
01170-828 farias da prata / mg",goiania,MG
Nome Inválido,560 .***.***-59,48.0,1977-03-11,"trecho de rodrigues, 659
alto das antenas
14069474 rocha do sul / pr",alto das antenas,PR
Nome Inválido,916 .***.***-91,30.0,1995-08-09,"residencial gabriela azevedo, 35
vila rica
93794-457 barros do sul / pi",vila rica,PI
Nome Inválido,190 .***.***-50,40.0,1985-11-16,"conjunto da conceição, 39
outro
24816322 cardoso do norte / df",outro,DF
Nome Inválido,237 .***.***-87,71.0,1954-09-16,"campo camila das neves, 14
granja de freitas
50083-987 farias / mg",granja de freitas,MG
Nome Inválido,394 .***.***-43,88.0,1937-06-14,"residencial luiza correia, 598
savassi
71706-964 da costa / es",savassi,ES
Nome Inválido,971 .***.***-84,27.0,1998-12-14,"núcleo de caldeira
vila são joão batista
94501805 da cruz de duarte / al",vila são joão batista,AL
Nome Inválido,709 .***.***-04,34.0,1991-07-25,"lagoa de rodrigues, 23
vila nova
35353077 martins verde / rn",vila nova,RN
Nome Inválido,651 .***.***-26,46.0,1979-09-23,"viela eloah cunha, 42
vila suzana primeira seção
51015-275 da mota / rs",vila suzana primeira seção,RS
Nome Inválido,259 .***.***-60,79.0,1946-10-24,"núcleo maria julia cunha, 21
vila santa rosa
63315732 castro de minas / pe",vila santa rosa,PE
Nome Inválido,864 .***.***-07,36.0,1989-01-18,"alameda nascimento
vila suzana primeira seção
96587270 da luz / go",vila suzana primeira seção,GO
Nome Inválido,125 .***.***-50,37.0,1988-05-28,"travessa de da rosa, 86
itaipu
42656-531 santos de fogaça / pa",itaipu,PA
Nome Inválido,047 .***.***-66,59.0,1966-04-11,"sítio de costa, 5
pantanal
19576291 costa / to",pantanal,TO
Nome Inválido,637 .***.***-46,85.0,1940-01-24,"campo bernardo barros
conjunto são francisco de assis
33001-880 ramos / mg",conjunto são francisco de assis,MG
Nome Inválido,031 .***.***-22,99.0,1926-09-20,"recanto silva
joão paulo ii
63796-922 da cunha / sp",joão paulo ii,SP
Nome Inválido,608 .***.***-65,40.0,1985-12-23,"conjunto almeida, 3
bela vitoria
21477072 martins do oeste / ac",bela vitoria,AC
Nome Inválido,854 .***.***-05,41.0,1984-11-21,"pátio joão lucas cardoso, 77
maria tereza
79930-769 martins / am",maria tereza,AM
Nome Inválido,453 .***.***-46,91.0,1934-06-09,"praia luiz gustavo da luz, 83
são joão batista
28346057 ribeiro paulista / ro",são joão batista,RO
Nome Inválido,829 .***.***-89,,1924-09-05,"esplanada farias, 252
caetano furquim
48121749 barros da mata / go",caetano furquim,GO
Nome Inválido,432 .***.***-52,25.0,2000-06-21,"rodovia de costela, 116
são geraldo
32543-886 vieira dos dourados / ce",são geraldo,CE
Nome Inválido,914 .***.***-70,53.0,1972-11-27,"quadra vieira, 230
cdi jatoba
20549693 cavalcanti de da costa / ro",cdi jatoba,RO
Nome Inválido,517 .***.***-07,45.0,1980-07-12,"trecho de caldeira, 369
santa sofia
92148278 pereira / se",santa sofia,SE
Nome Inválido,705 .***.***-49,83.0,1942-07-20,"largo joão santos, 10
vila batik
12375502 gonçalves / rn",vila batik,RN
Nome Inválido,430 .***.***-00,100.0,1925-11-26,"setor juliana fogaça, 605
piraja
18088-133 barbosa de minas / ma",piraja,MA
Nome Inválido,821 .***.***-53,81.0,1944-11-02,"área ana vitória martins, 56
xodo-marize
75746599 campos / ba",xodo-marize,BA
Nome Inválido,610 .***.***-07,38.0,1987-04-07,"área thomas moraes, 58
canaa
13457754 fogaça / rj",canaa,RJ
Nome Inválido,610 .***.***-57,73.0,1952-03-26,"chácara mendes, 64
varzea da palma
34300875 pereira de aragão / pr",varzea da palma,PR
Nome Inválido,846 .***.***-05,22.0,2003-07-11,"vale de duarte, 5
horto florestal
61116-966 costela da prata / am",horto florestal,AM
Nome Inválido,560 .***.***-99,79.0,1946-06-30,"alameda das neves, 1
planalto
82186-975 gonçalves de minas / mt",planalto,MT
Nome Inválido,037 .***.***-22,75.0,1950-03-11,"viela danilo farias, 54
lagoa
03246-491 gomes / pe",lagoa,PE
Nome Inválido,648 .***.***-19,82.0,1943-08-12,"favela correia, 6
vila dos anjos
59071766 da luz das flores / se",vila dos anjos,SE
Nome Inválido,758 .***.***-82,65.0,1960-02-21,"rodovia maria julia peixoto
jardim guanabara
02953-469 almeida / ac",jardim guanabara,AC
Nome Inválido,036 .***.***-34,67.0,1958-04-13,"trecho de oliveira, 41
urca
99982495 monteiro do norte / ac",urca,AC
Nome Inválido,720 .***.***-59,77.0,1948-05-05,"lagoa danilo fogaça, 756
nova gameleira
87198340 peixoto do oeste / ro",nova gameleira,RO
Nome Inválido,308 .***.***-50,37.0,1988-09-11,"colônia de correia, 93
laranjeiras
00380618 cunha / ce",laranjeiras,CE
Nome Inválido,359 .***.***-41,58.0,1967-04-05,"setor oliveira, 4
são josé
88628-790 moraes do sul / ma",são josé,MA
Nome Inválido,309 .***.***-00,83.0,1942-01-30,"morro de ferreira
vila são joão batista
46105897 moreira verde / mg",vila são joão batista,MG
Nome Inválido,412 .***.***-03,92.0,1933-04-10,"alameda eduardo barros, 60
gameleira
29659334 peixoto / pi",gameleira,PI
Nome Inválido,348 .***.***-35,36.0,1989-11-17,"área joaquim nogueira, 98
pedreira padro lopes
80157-244 carvalho / ma",pedreira padro lopes,MA
Nome Inválido,576 .***.***-12,83.0,1942-11-12,"loteamento de nunes, 83
jatobá
30147296 costa de viana / pb",jatobá,PB
Nome Inválido,950 .***.***-02,59.0,1966-04-11,"viela alana souza, 456
união
33893264 almeida / df",união,DF
Nome Inválido,635 .***.***-07,89.0,1936-05-23,"viela de da cruz, 61
bonsucesso
08463-362 castro / pa",bonsucesso,PA
Nome Inválido,593 .***.***-15,74.0,1951-11-18,"esplanada thomas pires, 33
providencia
74600883 azevedo do sul / ap",providencia,AP
Nome Inválido,127 .***.***-43,97.0,1928-07-26,"estrada da cruz
aparecida
12482-253 alves / ap",aparecida,AP
Nome Inválido,598 .***.***-20,37.0,1988-09-24,"residencial de cardoso, 66
vila santo antônio
46634145 da cruz paulista / se",vila santo antônio,SE
Nome Inválido,380 .***.***-05,96.0,1929-02-12,"condomínio de nunes, 436
vila betânia
68017-566 azevedo do campo / pi",vila betânia,PI
Nome Inválido,983 .***.***-83,62.0,1963-08-25,"morro nunes, 657
ipe
17146-952 campos / ce",ipe,CE
Nome Inválido,216 .***.***-13,71.0,1954-06-08,"praia de campos, 82
vila oeste
65663001 aragão / sp",vila oeste,SP
Nome Inválido,460 .***.***-49,43.0,1982-07-01,"esplanada marcela castro, 36
flavio de oliveira
21776950 ribeiro de da mata / pa",flavio de oliveira,PA
Nome Inválido,914 .***.***-24,67.0,1958-12-09,"setor luana ramos
nova pampulha
49464321 melo da prata / ac",nova pampulha,AC
Nome Inválido,718 .***.***-03,91.0,1934-11-02,"esplanada pedro nascimento, 71
vila são paulo
82047968 silveira / go",vila são paulo,GO
Nome Inválido,069 .***.***-74,82.0,1943-04-26,"favela kaique fogaça, 19
castelo
89539-314 farias de goiás / al",castelo,AL
Nome Inválido,402 .***.***-49,63.0,1962-05-24,"rodovia de castro
santa branca
68988668 carvalho do norte / es",santa branca,ES
Nome Inválido,107 .***.***-02,71.0,1954-07-17,Endereco Inválido,Desconhecido,Desconhecido
Nome Inválido,246 .***.***-17,33.0,1992-02-27,"colônia costa, 81
vera cruz
52635474 das neves / ro",vera cruz,RO
Nome Inválido,953 .***.***-65,69.0,1956-03-02,"vale vieira, 49
comiteco
80646514 moraes da prata / rs",comiteco,RS
Nome Inválido,650 .***.***-06,69.0,1956-12-12,"recanto de moreira, 426
santo agostinho
33803068 lima do oeste / mt",santo agostinho,MT
Nome Inválido,365 .***.***-83,60.0,1965-09-27,"sítio clarice sales, 99
silveira
99374-144 da mota do norte / pb",silveira,PB
Nome Inválido,490 .***.***-43,23.0,2002-11-13,"sítio azevedo
vila mantiqueira
13648723 novaes de da mota / df",vila mantiqueira,DF
Nome Inválido,275 .***.***-21,35.0,1990-03-11,"recanto de castro
centro
11181216 nogueira / ma",centro,MA
Nome Inválido,790 .***.***-99,30.0,1995-05-19,"estação rafael nunes, 90
jardim são josé
13086960 mendes / ro",jardim são josé,RO
Nome Inválido,037 .***.***-61,90.0,1935-03-30,"viela da rocha, 160
barão homem de melo 2ª seção
03877874 santos / ba",barão homem de melo 2ª seção,BA
Nome Inválido,407 .***.***-14,36.0,1989-12-18,"morro ribeiro, 11
casa branca
18090-665 costela de duarte / go",casa branca,GO
Nome Inválido,269 .***.***-31,86.0,1939-08-08,"sítio ramos, 73
cachoeirinha
27212763 jesus / mg",cachoeirinha,MG
Nome Inválido,719 .***.***-73,26.0,1999-02-17,"ladeira luiza pinto, 9
conjunto minas caixa
29866-751 aragão / mt",conjunto minas caixa,MT
Nome Inválido,139 .***.***-33,98.0,1927-01-09,"lagoa cavalcanti, 12
vila ecológica
95149381 da rocha da serra / sp",vila ecológica,SP
Nome Inválido,183 .***.***-89,90.0,1935-02-19,"avenida azevedo
santa maria
65167615 souza de aragão / ma",santa maria,MA
Nome Inválido,064 .***.***-44,46.0,1979-03-18,"avenida rocha, 13
alta tensão 2ª seção
99471-813 silva de lopes / pi",alta tensão 2ª seção,PI
Nome Inválido,801 .***.***-42,52.0,1973-12-06,"praia moreira, 1
cardoso
95586377 rezende / se",cardoso,SE
Nome Inválido,192 .***.***-98,53.0,1972-05-26,"passarela rocha, 96
buraco quente
12527333 pinto do galho / sp",buraco quente,SP
Nome Inválido,682 .***.***-22,48.0,1977-05-22,"travessa guilherme carvalho, 7
jonas veiga
17310105 moraes da mata / ms",jonas veiga,MS
Nome Inválido,794 .***.***-16,68.0,1957-01-13,"estação fernandes, 85
nova floresta
99679-423 melo verde / go",nova floresta,GO
Nome Inválido,036 .***.***-30,68.0,1957-11-02,"loteamento thales pires, 51
vila união
19864-623 jesus / rr",vila união,RR
Nome Inválido,804 .***.***-58,41.0,1984-08-08,"via vieira, 26
ouro preto
40712368 oliveira de gonçalves / go",ouro preto,GO
Nome Inválido,240 .***.***-06,95.0,1930-02-13,"quadra amanda martins, 4
universo
19144-449 novaes / mg",universo,MG
Nome Inválido,501 .***.***-58,63.0,1962-04-07,"distrito caldeira, 95
serra
65997-329 ribeiro da serra / pi",serra,PI
Nome Inválido,749 .***.***-20,21.0,2004-03-18,"distrito de fogaça, 13
pompéia
53877441 vieira / ap",pompéia,AP
Nome Inválido,269 .***.***-34,70.0,1955-03-01,"aeroporto de fogaça, 74
vila santa monica 2ª seção
60502356 fogaça / ba",vila santa monica 2ª seção,BA
Nome Inválido,421 .***.***-22,47.0,1978-11-19,"trecho de barbosa, 7
são josé
35218-132 da cunha / rj",são josé,RJ
Nome Inválido,371 .***.***-05,,1894-07-21,"praça de costela, 38
renascença
34606-474 da mota / ms",renascença,MS
Nome Inválido,096 .***.***-00,,1917-10-02,"praia da mata, 88
vila piratininga venda nova
49395-768 barbosa / rj",vila piratininga venda nova,RJ
Nome Inválido,870 .***.***-92,,1897-10-11,"loteamento maria alice costela, 63
santa maria
89945979 lopes / es",santa maria,ES
Nome Inválido,640 .***.***-22,12.0,2013-01-01,"trecho da mata
barroca
57152686 da mata do oeste / sc",barroca,SC
Nome Inválido,378 .***.***-73,7.0,2018-03-09,"largo theo silva, 91
nossa senhora da conceição
58201009 santos do amparo / sp",nossa senhora da conceição,SP
Nome Inválido,243 .***.***-17,,1916-03-14,"viaduto ferreira, 22
goiania
03047145 teixeira do galho / pe",goiania,PE
Nome Inválido,316 .***.***-87,7.0,2018-08-23,"pátio de rocha, 4
cinquentenário
90133939 ribeiro / mg",cinquentenário,MG
Nome Inválido,170 .***.***-05,11.0,2014-02-21,"quadra isabel castro, 40
biquinhas
73474-780 porto / pi",biquinhas,PI
Nome Inválido,483 .***.***-44,,1894-05-24,"praça das neves, 274
são jorge 3ª seção
04812917 moraes / sc",são jorge 3ª seção,SC
Nome Inválido,213 .***.***-13,,1899-08-19,"estação ana lívia farias, 3
vila santa rosa
29209623 da cunha do sul / go",vila santa rosa,GO
Nome Inválido,578 .***.***-59,,1913-03-27,"aeroporto alícia vieira, 84
comiteco
22332319 costela / to",comiteco,TO
Nome Inválido,495 .***.***-67,,1905-03-20,"vale oliveira, 15
gameleira
25736494 martins / pr",gameleira,PR
Nome Inválido,695 .***.***-77,8.0,2017-06-29,"lago de caldeira, 4
beija flor
80339055 gonçalves de da mata / ac",beija flor,AC
Nome Inválido,123 .***.***-09,6.0,2019-10-14,"viaduto araújo, 76
são bento
81023-402 das neves de castro / pr",são bento,PR
Nome Inválido,201 .***.***-32,,1901-06-30,"praça maria sophia da cunha, 71
vila batik
49888-794 porto paulista / pi",vila batik,PI
Nome Inválido,470 .***.***-74,,1883-06-04,"setor de pires, 39
conjunto jatoba
35413804 silveira / ro",conjunto jatoba,RO
Nome Inválido,205 .***.***-41,17.0,2008-03-03,"loteamento de ferreira, 24
nova suíça
04025468 teixeira / pa",nova suíça,PA
Nome Inválido,347 .***.***-69,19.0,2006-09-01,"ladeira gomes, 10
califórnia
16710644 silva da praia / rj",califórnia,RJ
Nome Inválido,609 .***.***-33,7.0,2018-01-09,"núcleo de da paz, 894
sion
45639-116 da cruz de pereira / go",sion,GO
Nome Inválido,863 .***.***-84,3.0,2022-12-20,"recanto de melo
nossa senhora do rosário
07870886 monteiro / ba",nossa senhora do rosário,BA
Nome Inválido,053 .***.***-20,,,"via de santos, 172
jardinópolis
11026-705 cardoso / al",jardinópolis,AL
Nome Inválido,694 .***.***-22,,,"chácara isabella melo, 9
engenho nogueira
48263-090 cardoso / pb",engenho nogueira,PB
Nome Inválido,631 .***.***-28,,,"lagoa moraes, 1
fazendinha
30786-621 nunes / go",fazendinha,GO
Nome Inválido,549 .***.***-20,,,"trevo peixoto, 13
jardim alvorada
88114547 moura do norte / rs",jardim alvorada,RS
Nome Inválido,324 .***.***-14,,,"passarela de alves, 45
conjunto celso machado
63777708 das neves / al",conjunto celso machado,AL
Nome Inválido,496 .***.***-34,,,"trevo de porto
jardim leblon
25265042 costela / am",jardim leblon,AM
Nome Inválido,428 .***.***-49,,,"quadra pinto, 896
nova gameleira
15951-609 da mata verde / am",nova gameleira,AM
Nome Inválido,786 .***.***-28,,,"aeroporto de pires, 59
nossa senhora da conceição
58048-330 nascimento / ce",nossa senhora da conceição,CE
Nome Inválido,801 .***.***-86,,,"campo monteiro
cabana do pai tomás
43706555 correia de da mata / ap",cabana do pai tomás,AP
Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,930 .***.***-38,40.0,1985-10-14,"colônia da rocha, 31
jardim américa
88480-773 barros de goiás / rn",jardim américa,RN
Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,146 .***.***-00,95.0,1930-08-27,"estrada nogueira, 21
atila de paiva
84689-543 nogueira / pb",atila de paiva,PB
Nome Inválido,294 .***.***-23,76.0,1949-07-29,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / pr",bairro não cadastrado,PR
Nome Inválido,401 .***.***-88,22.0,2003-02-20,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / rs",bairro não cadastrado,RS
Nome Inválido,241 .***.***-35,42.0,1983-08-14,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / rj",bairro não cadastrado,RJ
Nome Inválido,496 .***.***-55,54.0,1971-07-10,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / rs",bairro não cadastrado,RS
Nome Inválido,039 .***.***-00,22.0,2003-01-31,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / es",bairro não cadastrado,ES
Nome Inválido,345 .***.***-05,50.0,1975-01-25,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / am",bairro não cadastrado,AM
